payment_type,payment_value
boleto,121.11
credit_card,72.21
credit_card,129.42
credit_card,34.0
voucher,62.39
credit_card,165.71
credit_card,344.86
credit_card,65.47
credit_card,173.82
credit_card,194.91
credit_card,46.96
credit_card,755.54
credit_card,134.51
credit_card,43.22
credit_card,268.59
boleto,230.0
credit_card,36.78
credit_card,40.09
boleto,48.27
credit_card,99.09
credit_card,69.85
credit_card,96.88
boleto,42.53
credit_card,35.92
boleto,56.62
boleto,55.1
credit_card,251.65
credit_card,71.82
credit_card,225.9
credit_card,117.48
credit_card,132.02
credit_card,47.32
credit_card,63.54
boleto,43.0
credit_card,348.07
credit_card,133.76
credit_card,616.5
credit_card,57.97
credit_card,73.15
credit_card,213.74
boleto,80.95
credit_card,126.03
credit_card,43.83
credit_card,101.39
credit_card,80.1
credit_card,48.23
credit_card,98.16
voucher,20.0
credit_card,107.58
credit_card,148.2
boleto,128.31
credit_card,77.1
credit_card,75.86
boleto,111.42
credit_card,44.23
credit_card,60.91
credit_card,131.16
boleto,81.47
credit_card,66.38
credit_card,153.91
boleto,284.73
boleto,88.16
credit_card,194.85
voucher,56.8
credit_card,113.08
credit_card,46.29
boleto,31.77
credit_card,53.65
credit_card,316.58
boleto,217.0
credit_card,197.7
boleto,77.57
boleto,82.72
credit_card,295.72
credit_card,244.04
boleto,137.93
credit_card,243.4
credit_card,169.53
credit_card,249.04
credit_card,233.04
boleto,147.35
credit_card,47.93
credit_card,130.74
credit_card,68.66
boleto,83.23
credit_card,120.97
boleto,209.32
credit_card,521.31
credit_card,63.16
boleto,162.9
credit_card,106.25
credit_card,106.38
credit_card,296.71
credit_card,146.2
boleto,232.7
credit_card,5.91
boleto,181.62
credit_card,31.11
credit_card,144.56
credit_card,182.93
boleto,193.92
credit_card,519.84
debit_card,23.88
boleto,176.33
voucher,31.73
boleto,74.28
boleto,157.68
credit_card,67.34
credit_card,166.68
credit_card,63.86
boleto,103.64
boleto,111.37
boleto,27.35
credit_card,89.65
credit_card,179.0
credit_card,96.82
credit_card,168.15
credit_card,108.29
credit_card,256.4
credit_card,212.41
credit_card,126.42
credit_card,93.8
boleto,128.89
credit_card,111.17
boleto,175.39
credit_card,714.5
credit_card,29.0
credit_card,149.14
credit_card,272.76
boleto,799.87
credit_card,218.8
boleto,34.42
credit_card,194.47
credit_card,18.52
credit_card,90.73
boleto,68.0
credit_card,38.78
boleto,34.51
boleto,340.02
credit_card,35.0
credit_card,107.81
credit_card,181.68
credit_card,76.17
credit_card,388.36
credit_card,62.11
boleto,38.82
credit_card,393.69
credit_card,237.99
credit_card,89.36
credit_card,329.87
credit_card,107.9
boleto,60.34
credit_card,34.34
credit_card,189.96
credit_card,119.96
boleto,47.68
credit_card,139.53
boleto,55.0
credit_card,89.17
credit_card,37.0
credit_card,277.75
credit_card,214.31
boleto,38.01
boleto,35.86
credit_card,55.44
credit_card,37.95
credit_card,103.23
credit_card,149.69
credit_card,126.58
credit_card,311.21
credit_card,374.03
credit_card,46.95
credit_card,27.3
credit_card,212.13
credit_card,88.58
credit_card,126.07
credit_card,163.07
credit_card,48.69
boleto,154.35
credit_card,35.46
credit_card,128.04
boleto,70.38
credit_card,54.79
credit_card,195.42
credit_card,81.89
credit_card,116.24
credit_card,87.64
boleto,211.12
credit_card,65.01
voucher,550.11
credit_card,86.61
credit_card,99.75
credit_card,116.94
credit_card,46.79
credit_card,139.18
credit_card,124.52
boleto,982.85
boleto,63.22
credit_card,129.44
credit_card,21.1
boleto,35.77
credit_card,106.87
boleto,65.62
boleto,28.96
credit_card,278.18
credit_card,153.13
credit_card,170.6
credit_card,93.19
credit_card,644.9
credit_card,127.6
credit_card,340.34
boleto,98.33
credit_card,118.3
voucher,77.21
credit_card,201.81
credit_card,356.74
credit_card,169.18
credit_card,61.78
credit_card,31.09
credit_card,125.98
boleto,31.75
credit_card,102.64
credit_card,163.25
boleto,111.03
boleto,68.27
credit_card,99.44
boleto,535.03
credit_card,53.16
credit_card,128.19
credit_card,102.53
credit_card,337.33
credit_card,60.86
credit_card,86.2
credit_card,129.27
credit_card,231.55
boleto,64.65
debit_card,309.89
credit_card,46.3
credit_card,126.47
debit_card,126.48
credit_card,87.73
credit_card,61.1
credit_card,34.42
credit_card,48.31
credit_card,178.85
credit_card,88.19
credit_card,216.74
credit_card,74.63
boleto,37.46
debit_card,272.95
credit_card,109.25
credit_card,50.0
boleto,74.28
credit_card,183.28
voucher,21.71
credit_card,29.41
credit_card,129.76
credit_card,7.54
credit_card,279.7
boleto,157.55
boleto,69.22
credit_card,118.22
credit_card,136.08
credit_card,27.6
credit_card,144.15
credit_card,45.86
credit_card,137.3
boleto,76.78
credit_card,162.89
credit_card,164.16
credit_card,147.21
credit_card,76.3
credit_card,358.29
credit_card,75.25
credit_card,1214.65
credit_card,116.07
credit_card,136.83
credit_card,103.04
credit_card,200.44
credit_card,94.29
credit_card,234.5
credit_card,188.2
credit_card,305.69
credit_card,38.99
credit_card,172.73
credit_card,66.96
credit_card,124.09
credit_card,155.94
credit_card,54.6
credit_card,305.69
credit_card,79.08
credit_card,118.9
credit_card,176.88
credit_card,94.54
boleto,46.09
credit_card,103.33
credit_card,97.32
credit_card,74.0
credit_card,61.64
credit_card,138.53
credit_card,89.16
voucher,11.8
credit_card,156.86
credit_card,3.86
credit_card,84.64
credit_card,225.87
credit_card,25.95
credit_card,408.86
credit_card,167.29
credit_card,146.02
credit_card,44.0
credit_card,368.7
credit_card,468.81
credit_card,341.02
boleto,349.99
debit_card,114.75
credit_card,420.62
credit_card,39.09
boleto,47.0
credit_card,87.32
credit_card,255.42
credit_card,116.36
boleto,71.54
credit_card,244.48
boleto,102.96
boleto,93.5
credit_card,368.11
voucher,75.9
credit_card,67.13
credit_card,675.01
credit_card,626.68
credit_card,155.64
boleto,105.28
voucher,29.65
boleto,77.98
credit_card,140.08
credit_card,87.29
credit_card,202.87
credit_card,263.24
credit_card,42.29
boleto,41.81
credit_card,216.13
credit_card,58.83
credit_card,217.84
boleto,235.69
boleto,75.53
boleto,123.31
credit_card,67.5
boleto,49.87
credit_card,63.6
credit_card,161.01
credit_card,162.89
credit_card,157.94
credit_card,206.07
credit_card,69.73
credit_card,34.79
credit_card,273.93
credit_card,106.29
boleto,31.38
credit_card,191.58
voucher,4.01
credit_card,203.67
boleto,146.08
credit_card,43.17
credit_card,33.71
credit_card,199.49
credit_card,94.3
credit_card,23.86
credit_card,338.17
credit_card,25.1
credit_card,65.13
credit_card,455.83
credit_card,155.94
boleto,68.74
credit_card,155.63
credit_card,4175.26
credit_card,39.24
credit_card,135.66
credit_card,539.31
credit_card,105.56
credit_card,59.69
voucher,39.09
credit_card,277.63
credit_card,137.18
credit_card,97.79
credit_card,145.56
credit_card,23.19
credit_card,398.42
boleto,32.77
voucher,1.09
credit_card,340.49
boleto,95.42
credit_card,194.48
credit_card,258.33
credit_card,203.09
credit_card,182.36
credit_card,387.67
voucher,197.7
credit_card,259.15
credit_card,128.96
credit_card,85.98
credit_card,255.05
boleto,68.33
credit_card,252.94
credit_card,55.06
credit_card,44.42
credit_card,64.13
credit_card,70.97
debit_card,69.17
boleto,139.98
credit_card,70.0
voucher,25.0
credit_card,163.89
boleto,197.35
credit_card,85.44
voucher,16.07
credit_card,76.89
debit_card,63.27
credit_card,57.23
boleto,90.17
boleto,40.39
boleto,46.89
credit_card,98.32
credit_card,95.99
boleto,69.14
credit_card,66.47
credit_card,140.76
credit_card,130.98
credit_card,26.38
credit_card,242.89
credit_card,62.65
credit_card,231.32
boleto,236.29
credit_card,350.07
credit_card,45.2
voucher,44.69
boleto,314.37
credit_card,37.86
credit_card,178.41
credit_card,75.53
credit_card,101.14
boleto,284.91
credit_card,216.62
credit_card,147.07
voucher,440.17
credit_card,157.35
boleto,35.09
boleto,1098.62
credit_card,183.4
credit_card,84.18
boleto,333.51
credit_card,795.61
boleto,84.01
voucher,28.89
credit_card,67.86
credit_card,118.74
credit_card,87.43
credit_card,315.16
credit_card,103.04
credit_card,36.42
credit_card,455.7
boleto,84.48
boleto,336.34
credit_card,128.95
credit_card,115.35
credit_card,81.55
credit_card,210.04
credit_card,44.0
boleto,66.23
credit_card,139.27
credit_card,124.46
boleto,51.22
credit_card,88.58
credit_card,319.11
credit_card,99.43
boleto,101.3
credit_card,145.99
boleto,48.0
credit_card,265.49
credit_card,71.82
credit_card,34.24
voucher,33.76
debit_card,248.71
boleto,82.98
credit_card,237.9
boleto,102.74
credit_card,216.06
boleto,173.27
credit_card,356.89
voucher,75.42
credit_card,34.71
voucher,50.0
credit_card,38.01
credit_card,218.58
credit_card,142.92
credit_card,460.61
credit_card,81.0
credit_card,135.22
credit_card,140.04
credit_card,35.76
credit_card,78.47
credit_card,277.97
boleto,43.74
credit_card,122.56
credit_card,109.5
boleto,62.78
boleto,156.33
credit_card,65.0
credit_card,79.06
credit_card,164.94
credit_card,119.93
boleto,88.83
boleto,131.73
credit_card,157.73
boleto,117.04
boleto,24.84
credit_card,53.99
credit_card,152.48
debit_card,121.76
boleto,71.83
credit_card,150.04
voucher,214.88
credit_card,179.66
credit_card,32.77
credit_card,253.18
credit_card,104.22
credit_card,246.99
credit_card,609.23
credit_card,155.63
credit_card,100.8
credit_card,27.81
credit_card,180.0
boleto,298.39
credit_card,137.72
credit_card,123.42
credit_card,169.62
boleto,94.1
boleto,157.46
credit_card,178.34
credit_card,2.09
credit_card,299.72
credit_card,43.52
credit_card,114.73
credit_card,97.43
boleto,79.56
credit_card,160.54
credit_card,64.91
credit_card,147.34
credit_card,193.66
credit_card,282.31
credit_card,685.93
boleto,1866.7
credit_card,58.19
boleto,87.64
credit_card,199.8
voucher,53.27
credit_card,1.74
credit_card,61.43
credit_card,127.6
credit_card,29.09
voucher,45.52
credit_card,32.23
credit_card,37.46
credit_card,121.26
boleto,64.64
credit_card,187.32
credit_card,25.77
credit_card,110.96
boleto,135.57
debit_card,211.83
credit_card,30.51
voucher,6.67
credit_card,116.69
boleto,120.51
credit_card,300.65
voucher,128.24
credit_card,98.72
credit_card,179.34
credit_card,61.1
boleto,44.52
credit_card,102.03
credit_card,55.24
credit_card,4.45
credit_card,163.7
boleto,76.81
credit_card,191.51
credit_card,131.94
credit_card,24.08
credit_card,534.69
credit_card,31.85
credit_card,82.28
credit_card,139.02
credit_card,88.26
credit_card,127.4
credit_card,57.43
boleto,33.69
credit_card,275.97
debit_card,34.09
credit_card,134.96
credit_card,318.57
credit_card,821.98
boleto,282.82
credit_card,51.57
credit_card,2217.99
boleto,43.51
boleto,56.94
boleto,57.37
credit_card,142.82
credit_card,28.75
credit_card,88.28
credit_card,32.29
boleto,169.73
voucher,100.0
boleto,1533.62
credit_card,27.38
boleto,142.92
credit_card,54.56
credit_card,105.13
credit_card,337.1
credit_card,74.94
credit_card,43.22
credit_card,184.55
credit_card,346.44
credit_card,169.35
credit_card,23.66
credit_card,97.71
credit_card,111.71
credit_card,783.28
credit_card,570.88
boleto,68.12
credit_card,63.18
boleto,342.16
boleto,54.01
credit_card,40.0
credit_card,177.52
credit_card,221.35
boleto,143.12
boleto,95.36
boleto,61.32
boleto,153.13
credit_card,161.9
boleto,128.9
voucher,50.0
boleto,38.4
credit_card,0.28
credit_card,50.86
credit_card,66.63
credit_card,184.53
credit_card,452.66
credit_card,72.9
debit_card,258.56
voucher,55.88
boleto,131.55
credit_card,89.27
credit_card,405.57
credit_card,36.17
credit_card,88.71
boleto,317.85
credit_card,154.38
boleto,264.69
boleto,131.05
credit_card,129.73
credit_card,82.7
credit_card,29.74
credit_card,178.08
credit_card,96.02
credit_card,43.9
credit_card,295.38
credit_card,116.67
credit_card,249.4
voucher,37.02
credit_card,61.7
credit_card,37.4
credit_card,68.75
boleto,57.1
credit_card,139.41
voucher,85.36
credit_card,102.88
boleto,100.16
credit_card,24.17
credit_card,31.91
voucher,24.42
credit_card,18.84
credit_card,48.3
voucher,37.43
credit_card,368.75
credit_card,33.39
credit_card,50.01
credit_card,22.72
voucher,58.96
credit_card,56.77
credit_card,146.28
credit_card,15.38
credit_card,104.03
credit_card,221.29
credit_card,27.77
credit_card,118.03
boleto,215.94
credit_card,378.2
credit_card,57.51
credit_card,240.04
credit_card,201.04
boleto,73.16
credit_card,85.78
boleto,647.54
voucher,5.23
credit_card,169.87
credit_card,82.16
credit_card,96.02
credit_card,74.06
boleto,26.27
credit_card,296.73
credit_card,49.73
boleto,77.1
credit_card,211.89
credit_card,82.12
credit_card,885.36
boleto,78.71
credit_card,110.18
credit_card,25.5
credit_card,172.01
credit_card,154.56
credit_card,81.09
credit_card,219.1
boleto,31.86
credit_card,68.47
credit_card,140.02
credit_card,187.76
credit_card,120.14
credit_card,358.65
credit_card,98.05
credit_card,117.38
voucher,150.5
credit_card,36.35
credit_card,116.99
debit_card,43.6
debit_card,26.78
credit_card,64.0
credit_card,40.87
credit_card,40.58
credit_card,102.1
credit_card,61.05
credit_card,92.57
credit_card,47.05
boleto,87.8
boleto,39.09
credit_card,154.38
credit_card,47.79
credit_card,101.56
boleto,30.19
boleto,40.0
boleto,157.55
credit_card,213.75
credit_card,157.74
credit_card,226.88
voucher,18.52
credit_card,203.19
credit_card,36.96
credit_card,40.27
credit_card,54.23
credit_card,123.99
credit_card,277.86
credit_card,167.13
boleto,147.44
voucher,219.3
credit_card,125.2
credit_card,43.03
debit_card,228.34
credit_card,285.11
credit_card,1097.94
credit_card,179.35
credit_card,267.12
voucher,238.79
credit_card,23.69
credit_card,38.85
boleto,829.08
credit_card,35.33
debit_card,40.39
credit_card,23.09
credit_card,340.49
credit_card,178.03
credit_card,114.79
credit_card,413.12
credit_card,81.05
credit_card,227.05
credit_card,106.69
credit_card,594.46
credit_card,252.27
credit_card,51.23
boleto,51.52
credit_card,290.4
credit_card,141.13
credit_card,228.28
credit_card,64.01
credit_card,839.28
credit_card,69.25
boleto,332.58
credit_card,69.9
voucher,43.55
boleto,33.75
credit_card,106.45
boleto,47.72
credit_card,271.64
credit_card,141.67
boleto,160.46
credit_card,36.48
boleto,35.14
credit_card,23.38
boleto,135.7
credit_card,163.39
credit_card,30.15
credit_card,33.0
boleto,126.92
boleto,87.62
credit_card,64.42
credit_card,39.09
boleto,75.16
credit_card,148.29
boleto,75.73
boleto,127.42
boleto,122.78
credit_card,27.25
credit_card,85.36
credit_card,62.54
credit_card,132.08
credit_card,120.53
credit_card,75.5
credit_card,25.67
credit_card,118.17
credit_card,310.68
credit_card,69.81
credit_card,46.39
credit_card,38.97
boleto,167.82
credit_card,318.34
credit_card,120.09
credit_card,419.39
credit_card,194.0
credit_card,248.8
credit_card,117.59
boleto,187.91
credit_card,61.13
credit_card,499.4
credit_card,315.69
boleto,33.51
credit_card,58.94
credit_card,191.46
credit_card,74.97
credit_card,373.69
credit_card,68.37
credit_card,92.57
credit_card,167.32
credit_card,71.75
credit_card,46.96
credit_card,418.42
boleto,88.55
credit_card,137.77
voucher,113.7
credit_card,73.25
credit_card,73.34
credit_card,147.65
boleto,164.79
credit_card,141.78
credit_card,64.1
boleto,84.56
credit_card,130.57
credit_card,93.11
voucher,29.32
credit_card,107.85
credit_card,78.87
credit_card,108.51
credit_card,97.87
boleto,44.0
boleto,152.99
credit_card,78.3
credit_card,410.19
credit_card,38.11
voucher,5.39
credit_card,104.87
credit_card,82.81
credit_card,58.72
credit_card,231.27
credit_card,64.1
credit_card,58.0
credit_card,94.66
boleto,599.3
credit_card,376.97
credit_card,44.74
credit_card,127.3
credit_card,101.9
voucher,106.16
voucher,4.61
credit_card,82.56
credit_card,142.35
credit_card,113.8
credit_card,132.05
credit_card,85.24
credit_card,278.65
boleto,67.5
credit_card,132.05
credit_card,719.76
credit_card,126.78
boleto,72.43
credit_card,32.43
credit_card,93.04
credit_card,34.43
credit_card,63.27
credit_card,182.62
voucher,66.0
boleto,189.0
credit_card,86.98
credit_card,24.51
credit_card,79.56
credit_card,117.34
boleto,199.44
credit_card,305.57
boleto,23.6
credit_card,187.59
credit_card,94.74
credit_card,169.62
boleto,32.22
credit_card,61.45
credit_card,56.1
credit_card,390.62
credit_card,40.13
credit_card,76.98
credit_card,263.47
credit_card,278.47
credit_card,76.38
credit_card,69.16
credit_card,115.35
credit_card,294.7
voucher,135.0
credit_card,37.84
credit_card,131.67
credit_card,84.14
boleto,23.01
credit_card,28.2
credit_card,69.73
voucher,45.8
credit_card,197.12
credit_card,369.92
credit_card,29.74
credit_card,35.44
boleto,99.95
credit_card,207.57
credit_card,284.62
boleto,47.13
credit_card,236.8
voucher,24.75
credit_card,156.52
credit_card,150.83
boleto,49.72
credit_card,319.99
credit_card,99.11
credit_card,152.88
boleto,305.68
credit_card,158.42
credit_card,150.26
credit_card,192.03
credit_card,58.62
credit_card,167.66
credit_card,171.0
boleto,49.03
boleto,89.57
credit_card,913.63
credit_card,192.5
voucher,61.14
voucher,20.0
voucher,47.78
credit_card,431.18
credit_card,219.0
credit_card,66.9
credit_card,67.36
debit_card,189.26
credit_card,335.0
boleto,87.94
credit_card,42.77
credit_card,25.5
credit_card,180.24
boleto,70.97
credit_card,146.13
credit_card,8.45
credit_card,97.04
boleto,126.01
credit_card,238.18
credit_card,135.28
credit_card,49.09
credit_card,70.73
voucher,8.32
credit_card,36.23
credit_card,84.7
credit_card,90.76
boleto,200.28
credit_card,59.09
credit_card,137.6
credit_card,103.43
boleto,79.72
voucher,6.31
credit_card,348.18
voucher,50.0
credit_card,46.81
credit_card,491.37
credit_card,46.0
boleto,60.38
credit_card,93.36
credit_card,187.34
credit_card,207.78
credit_card,29.38
credit_card,85.68
credit_card,29.78
credit_card,39.36
credit_card,484.02
credit_card,237.59
boleto,123.85
credit_card,315.75
credit_card,149.32
credit_card,126.74
credit_card,314.26
credit_card,101.12
credit_card,41.76
credit_card,118.35
voucher,828.32
boleto,52.0
credit_card,202.73
credit_card,80.38
credit_card,101.63
credit_card,105.16
credit_card,34.0
credit_card,51.69
credit_card,162.25
credit_card,126.37
credit_card,76.36
credit_card,100.33
credit_card,92.3
credit_card,50.68
credit_card,122.99
credit_card,99.43
boleto,104.85
credit_card,35.93
credit_card,161.9
credit_card,232.45
credit_card,87.7
credit_card,167.51
credit_card,40.69
credit_card,52.2
credit_card,106.52
credit_card,66.67
credit_card,823.16
credit_card,84.42
credit_card,153.84
credit_card,117.94
voucher,20.06
credit_card,91.18
credit_card,59.59
credit_card,393.15
credit_card,218.63
credit_card,161.26
credit_card,32.09
credit_card,84.36
credit_card,68.22
credit_card,37.54
credit_card,111.19
credit_card,70.91
credit_card,721.74
credit_card,46.27
voucher,52.51
boleto,44.83
credit_card,347.0
credit_card,105.28
credit_card,96.71
boleto,144.72
voucher,100.0
credit_card,243.25
voucher,20.04
credit_card,34.29
credit_card,183.69
boleto,144.9
credit_card,220.27
boleto,38.27
credit_card,98.62
credit_card,54.04
boleto,145.81
credit_card,187.72
credit_card,39.42
boleto,1949.52
credit_card,45.85
credit_card,64.26
credit_card,72.45
debit_card,206.72
credit_card,165.56
debit_card,149.5
voucher,45.0
credit_card,2060.2
boleto,70.46
credit_card,41.06
credit_card,21.51
credit_card,104.65
credit_card,363.46
boleto,73.15
voucher,31.71
credit_card,42.77
credit_card,77.31
boleto,65.0
credit_card,36.84
voucher,100.0
credit_card,76.66
credit_card,147.15
credit_card,1511.86
credit_card,629.51
credit_card,207.73
credit_card,207.17
credit_card,117.94
credit_card,163.29
credit_card,1416.41
credit_card,197.98
credit_card,194.0
voucher,89.7
credit_card,81.11
credit_card,185.89
boleto,75.1
credit_card,21.62
credit_card,236.86
credit_card,206.53
boleto,31.38
boleto,32.78
credit_card,30.1
credit_card,59.89
credit_card,34.1
credit_card,172.67
credit_card,281.3
boleto,155.95
credit_card,126.95
credit_card,80.56
credit_card,61.27
boleto,93.21
credit_card,25.51
credit_card,102.03
credit_card,66.64
credit_card,148.24
credit_card,72.14
boleto,27.8
voucher,100.0
credit_card,96.66
credit_card,163.73
credit_card,59.05
credit_card,341.49
credit_card,54.0
boleto,51.56
credit_card,50.93
credit_card,126.81
credit_card,116.94
credit_card,65.35
credit_card,51.78
credit_card,97.78
credit_card,203.08
credit_card,173.23
debit_card,91.95
credit_card,111.15
credit_card,156.72
credit_card,286.12
credit_card,548.31
boleto,45.13
credit_card,121.6
credit_card,335.32
credit_card,178.38
credit_card,39.75
credit_card,120.08
credit_card,72.58
boleto,69.22
credit_card,86.34
credit_card,4.33
boleto,122.9
credit_card,82.9
credit_card,364.99
credit_card,375.43
voucher,54.09
boleto,42.09
credit_card,60.62
credit_card,74.16
credit_card,130.56
credit_card,76.34
credit_card,4.31
boleto,125.77
credit_card,136.99
voucher,45.77
boleto,185.62
boleto,74.78
credit_card,543.75
boleto,67.12
credit_card,27.39
credit_card,240.74
credit_card,430.89
credit_card,298.21
credit_card,144.63
voucher,44.89
credit_card,149.44
boleto,137.71
credit_card,28.85
credit_card,54.75
credit_card,492.25
credit_card,117.36
credit_card,105.37
boleto,35.0
voucher,49.24
credit_card,56.7
voucher,100.0
voucher,15.16
boleto,92.39
credit_card,301.81
credit_card,219.28
credit_card,66.73
credit_card,74.91
boleto,149.71
voucher,1.98
credit_card,145.56
credit_card,152.1
credit_card,403.23
credit_card,215.47
credit_card,101.71
credit_card,106.5
voucher,84.07
credit_card,99.43
credit_card,36.19
boleto,96.3
boleto,105.73
credit_card,114.33
credit_card,54.56
boleto,219.79
credit_card,56.37
credit_card,70.18
boleto,152.52
credit_card,101.73
boleto,65.62
credit_card,50.22
credit_card,114.45
boleto,198.62
credit_card,51.22
boleto,91.07
credit_card,58.14
credit_card,70.72
credit_card,104.28
debit_card,67.68
credit_card,111.96
boleto,205.07
boleto,455.38
credit_card,181.98
credit_card,64.0
credit_card,77.57
credit_card,40.22
boleto,208.2
credit_card,44.69
credit_card,113.23
boleto,148.06
credit_card,22.68
boleto,139.42
credit_card,191.56
credit_card,60.92
voucher,88.62
credit_card,217.96
credit_card,126.47
credit_card,117.14
boleto,72.08
boleto,75.53
credit_card,93.76
credit_card,67.5
credit_card,57.38
credit_card,46.0
credit_card,115.44
credit_card,102.03
credit_card,46.21
credit_card,142.96
boleto,49.49
credit_card,364.18
boleto,64.52
credit_card,117.94
credit_card,91.45
boleto,113.33
credit_card,43.86
boleto,146.04
credit_card,816.89
credit_card,136.74
credit_card,137.48
credit_card,1240.85
credit_card,618.86
credit_card,601.55
credit_card,108.61
voucher,15.04
credit_card,47.77
credit_card,68.97
boleto,37.09
credit_card,88.27
credit_card,451.76
credit_card,974.17
credit_card,28.09
credit_card,218.07
credit_card,236.28
credit_card,111.11
boleto,418.56
credit_card,227.34
credit_card,36.78
credit_card,196.99
credit_card,142.2
boleto,249.48
credit_card,69.07
credit_card,115.36
credit_card,69.73
voucher,88.55
credit_card,67.05
voucher,21.39
boleto,94.7
voucher,100.0
credit_card,115.35
credit_card,130.0
credit_card,74.8
credit_card,45.28
boleto,279.52
credit_card,173.27
boleto,126.34
boleto,152.19
credit_card,299.34
boleto,44.11
credit_card,46.0
voucher,100.0
credit_card,40.0
credit_card,178.27
credit_card,953.53
boleto,85.98
credit_card,90.98
credit_card,157.07
boleto,40.77
credit_card,102.96
credit_card,115.0
credit_card,55.37
boleto,100.62
voucher,20.0
credit_card,101.7
credit_card,94.3
credit_card,40.79
credit_card,289.42
credit_card,903.81
credit_card,141.15
boleto,119.66
boleto,948.69
credit_card,282.43
credit_card,135.63
credit_card,94.04
credit_card,33.78
credit_card,120.06
credit_card,127.04
boleto,29.42
credit_card,130.25
credit_card,65.62
credit_card,105.3
credit_card,76.08
credit_card,29.46
boleto,48.01
boleto,163.06
credit_card,134.47
credit_card,75.4
credit_card,128.99
credit_card,205.42
credit_card,39.25
credit_card,101.77
credit_card,116.94
credit_card,66.62
credit_card,57.82
credit_card,673.2
credit_card,113.71
boleto,189.19
credit_card,46.0
boleto,90.78
credit_card,106.07
credit_card,221.64
credit_card,118.69
voucher,20.0
voucher,3.87
credit_card,166.46
credit_card,89.88
credit_card,78.55
credit_card,94.92
credit_card,174.32
credit_card,62.78
credit_card,267.94
credit_card,129.14
credit_card,19.26
credit_card,117.53
credit_card,58.55
boleto,636.74
credit_card,987.15
boleto,203.23
credit_card,89.41
voucher,105.98
credit_card,87.75
credit_card,40.48
boleto,62.99
credit_card,102.96
credit_card,149.56
credit_card,101.84
boleto,48.21
credit_card,115.9
credit_card,155.34
credit_card,75.46
boleto,386.02
credit_card,125.91
boleto,66.24
credit_card,138.62
credit_card,93.65
credit_card,5.13
voucher,20.0
credit_card,146.44
credit_card,701.47
credit_card,19.64
boleto,54.33
credit_card,92.12
boleto,69.12
credit_card,50.15
credit_card,31.11
credit_card,165.81
credit_card,102.66
credit_card,95.8
credit_card,226.22
boleto,44.29
credit_card,174.43
credit_card,33.07
boleto,104.41
credit_card,249.61
voucher,7.54
credit_card,112.36
credit_card,57.68
credit_card,138.22
boleto,910.2
credit_card,1359.47
credit_card,249.5
credit_card,220.04
credit_card,0.86
credit_card,197.02
credit_card,203.81
boleto,238.07
credit_card,46.71
boleto,103.79
credit_card,62.48
credit_card,305.29
credit_card,114.74
credit_card,87.64
credit_card,661.1
credit_card,155.12
credit_card,20.62
credit_card,38.0
credit_card,251.33
credit_card,39.84
credit_card,127.21
credit_card,155.45
credit_card,123.92
credit_card,69.33
credit_card,66.6
credit_card,27.85
credit_card,99.43
credit_card,138.26
credit_card,204.12
credit_card,62.98
credit_card,102.67
boleto,88.02
credit_card,609.27
boleto,65.09
credit_card,114.93
boleto,60.62
credit_card,127.92
debit_card,43.55
credit_card,116.91
boleto,57.6
credit_card,133.85
credit_card,73.27
boleto,352.55
credit_card,61.01
credit_card,278.06
credit_card,155.14
debit_card,205.74
credit_card,77.18
voucher,49.33
credit_card,67.94
credit_card,828.08
credit_card,671.34
debit_card,35.69
credit_card,68.83
credit_card,117.51
credit_card,39.5
credit_card,35.4
credit_card,266.75
boleto,85.63
credit_card,328.17
credit_card,158.22
credit_card,217.64
credit_card,28.86
credit_card,21.14
credit_card,86.73
credit_card,40.37
credit_card,308.47
boleto,819.32
voucher,46.78
credit_card,45.24
credit_card,133.35
credit_card,139.09
credit_card,521.71
voucher,218.01
credit_card,28.75
boleto,128.23
credit_card,196.32
voucher,24.05
credit_card,159.02
credit_card,75.29
credit_card,18.67
credit_card,246.81
credit_card,208.88
credit_card,610.51
credit_card,140.91
debit_card,245.12
credit_card,96.59
credit_card,58.13
credit_card,77.57
credit_card,29.0
credit_card,73.06
credit_card,122.49
credit_card,55.98
boleto,46.72
boleto,323.17
credit_card,95.94
voucher,33.92
credit_card,197.02
boleto,50.87
boleto,56.78
credit_card,63.53
credit_card,73.15
credit_card,126.78
boleto,112.42
credit_card,187.06
boleto,78.09
credit_card,692.22
credit_card,127.28
credit_card,283.06
credit_card,46.0
credit_card,175.64
credit_card,48.78
boleto,68.35
credit_card,225.42
voucher,116.92
credit_card,97.8
credit_card,179.82
credit_card,478.9
boleto,125.52
credit_card,77.57
credit_card,134.09
credit_card,66.57
boleto,131.05
credit_card,179.04
credit_card,64.68
credit_card,220.02
credit_card,58.91
credit_card,32.44
credit_card,270.93
boleto,224.94
voucher,20.49
credit_card,168.13
credit_card,197.16
credit_card,62.78
boleto,280.64
boleto,37.13
boleto,552.85
boleto,39.42
credit_card,65.0
boleto,57.59
credit_card,99.9
credit_card,90.22
credit_card,201.85
debit_card,101.34
credit_card,946.9
credit_card,264.52
credit_card,169.62
credit_card,298.05
credit_card,161.9
credit_card,342.03
credit_card,131.32
credit_card,296.71
credit_card,42.0
credit_card,138.39
credit_card,77.06
boleto,83.79
credit_card,92.45
credit_card,607.98
credit_card,122.07
credit_card,105.63
credit_card,51.1
boleto,41.15
credit_card,112.67
credit_card,37.0
credit_card,113.32
credit_card,112.77
