instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_C,atemp_C,windspeed_kph,humidity_pct
462,2012-04-06,Panas,1,4,0,Jumat,1,Cerah / Sedikit Awan,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,16.536653,19.538349999999998,20.125996,37.7083
463,2012-04-07,Panas,1,4,0,Sabtu,0,Cerah / Sedikit Awan,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,17.9375,21.306449999999998,18.416356999999998,25.4167
464,2012-04-08,Panas,1,4,0,Minggu,0,Cerah / Sedikit Awan,0.5,0.492425,0.275833,0.232596,2230,2939,5169,20.5,24.62125,15.583931999999999,27.5833
465,2012-04-09,Panas,1,4,0,Senin,1,Cerah / Sedikit Awan,0.489167,0.476638,0.3175,0.358196,905,4680,5585,20.055847,23.8319,23.999132,31.75
466,2012-04-10,Panas,1,4,0,Selasa,1,Cerah / Sedikit Awan,0.446667,0.436233,0.435,0.249375,819,5099,5918,18.313347,21.81165,16.708125000000003,43.5
467,2012-04-11,Panas,1,4,0,Rabu,1,Cerah / Sedikit Awan,0.348696,0.337274,0.469565,0.295274,482,4380,4862,14.296536,16.8637,19.783358,46.9565
468,2012-04-12,Panas,1,4,0,Kamis,1,Cerah / Sedikit Awan,0.3975,0.387604,0.46625,0.290429,663,4746,5409,16.2975,19.3802,19.458743,46.625
469,2012-04-13,Panas,1,4,0,Jumat,1,Cerah / Sedikit Awan,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,18.142500000000002,21.590400000000002,10.416557,40.8333
470,2012-04-14,Panas,1,4,0,Sabtu,0,Cerah / Sedikit Awan,0.495,0.487996,0.502917,0.190917,2795,4665,7460,20.294999999999998,24.3998,12.791439,50.29169999999999
471,2012-04-15,Panas,1,4,0,Minggu,0,Cerah / Sedikit Awan,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,24.873347,28.69375,15.083643,50.79169999999999
472,2012-04-16,Panas,1,4,1,Senin,0,Cerah / Sedikit Awan,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,27.230846999999997,30.746250000000003,19.083543,56.166700000000006
473,2012-04-17,Panas,1,4,0,Selasa,1,Cerah / Sedikit Awan,0.608333,0.598487,0.390417,0.273629,989,5702,6691,24.941653000000002,29.92435,18.333143,39.0417
474,2012-04-18,Panas,1,4,0,Rabu,1,Berkabut + Mendung,0.463333,0.457038,0.569167,0.167912,347,4020,4367,18.996653,22.8519,11.250104,56.9167
475,2012-04-19,Panas,1,4,0,Kamis,1,Cerah / Sedikit Awan,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,20.431653,24.6523,4.417256399999999,61.25000000000001
476,2012-04-20,Panas,1,4,0,Jumat,1,Cerah / Sedikit Awan,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,21.593347,25.78875,10.041357,69.4583
477,2012-04-21,Panas,1,4,0,Sabtu,0,Cerah / Sedikit Awan,0.57,0.542921,0.682917,0.283587,2541,4083,6624,23.369999999999997,27.14605,19.000328999999997,68.2917
478,2012-04-22,Panas,1,4,0,Minggu,0,Hujan / Salju Ringan,0.396667,0.389504,0.835417,0.344546,120,907,1027,16.263347,19.4752,23.084582,83.54169999999999
479,2012-04-23,Panas,1,4,0,Senin,1,Berkabut + Mendung,0.321667,0.301125,0.766667,0.303496,195,3019,3214,13.188346999999998,15.056249999999999,20.334232,76.66669999999999
480,2012-04-24,Panas,1,4,0,Selasa,1,Cerah / Sedikit Awan,0.413333,0.405283,0.454167,0.249383,518,5115,5633,16.946653,20.26415,16.708661,45.4167
481,2012-04-25,Panas,1,4,0,Rabu,1,Cerah / Sedikit Awan,0.476667,0.470317,0.427917,0.118792,655,5541,6196,19.543347,23.51585,7.959064,42.7917
482,2012-04-26,Panas,1,4,0,Kamis,1,Berkabut + Mendung,0.498333,0.483583,0.756667,0.176625,475,4551,5026,20.431653,24.17915,11.833875,75.66669999999999
483,2012-04-27,Panas,1,4,0,Jumat,1,Cerah / Sedikit Awan,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,18.7575,22.63185,23.291411,40.0833
484,2012-04-28,Panas,1,4,0,Sabtu,0,Berkabut + Mendung,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,15.443347,18.8752,8.708325,48.9583
485,2012-04-29,Panas,1,4,0,Minggu,0,Cerah / Sedikit Awan,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,18.791653,22.50605,7.8328359999999995,58.7083
486,2012-04-30,Panas,1,4,0,Senin,1,Berkabut + Mendung,0.464167,0.457696,0.57,0.171638,665,4907,5572,19.030847,22.8848,11.499746,56.99999999999999
487,2012-05-01,Panas,1,5,0,Selasa,1,Berkabut + Mendung,0.613333,0.577021,0.659583,0.156096,653,5087,5740,25.146653,28.85105,10.458432,65.95830000000001
488,2012-05-02,Panas,1,5,0,Rabu,1,Cerah / Sedikit Awan,0.564167,0.537896,0.797083,0.138058,667,5502,6169,23.130847,26.894800000000004,9.249885999999998,79.7083
489,2012-05-03,Panas,1,5,0,Kamis,1,Berkabut + Mendung,0.56,0.537242,0.768333,0.133696,764,5657,6421,22.96,26.862099999999998,8.957632,76.83330000000001
490,2012-05-04,Panas,1,5,0,Jumat,1,Cerah / Sedikit Awan,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,25.7275,29.54585,10.916846,73.54169999999999
491,2012-05-05,Panas,1,5,0,Sabtu,0,Berkabut + Mendung,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,25.488346999999997,29.2304,10.250464,75.66669999999999
492,2012-05-06,Panas,1,5,0,Minggu,0,Berkabut + Mendung,0.5625,0.546737,0.74,0.149879,2135,4224,6359,23.0625,27.336850000000002,10.041893,74.0
493,2012-05-07,Panas,1,5,0,Senin,1,Berkabut + Mendung,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,22.037499999999998,26.3571,15.458307000000001,66.41669999999999
494,2012-05-08,Panas,1,5,0,Selasa,1,Berkabut + Mendung,0.581667,0.557471,0.685833,0.296029,738,4990,5728,23.848347,27.87355,19.833942999999998,68.58330000000001
495,2012-05-09,Panas,1,5,0,Rabu,1,Berkabut + Mendung,0.575,0.553025,0.744167,0.216412,620,4097,4717,23.575,27.65125,14.499604,74.4167
496,2012-05-10,Panas,1,5,0,Kamis,1,Cerah / Sedikit Awan,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,20.739152999999998,24.58915,21.042220999999998,55.2083
497,2012-05-11,Panas,1,5,0,Jumat,1,Cerah / Sedikit Awan,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,21.866653,26.04165,15.874779,36.0417
498,2012-05-12,Panas,1,5,0,Sabtu,0,Cerah / Sedikit Awan,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,23.130847,27.24085,8.249911,48.0417
499,2012-05-13,Panas,1,5,0,Minggu,0,Cerah / Sedikit Awan,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,25.1125,29.2619,15.082839,57.62500000000001
500,2012-05-14,Panas,1,5,0,Senin,1,Berkabut + Mendung,0.573333,0.5499,0.789583,0.212692,342,2501,2843,23.506653,27.495000000000005,14.250364,78.95830000000001
501,2012-05-15,Panas,1,5,0,Selasa,1,Berkabut + Mendung,0.611667,0.576404,0.794583,0.147392,625,4490,5115,25.078346999999997,28.8202,9.875264,79.45830000000001
502,2012-05-16,Panas,1,5,0,Rabu,1,Cerah / Sedikit Awan,0.636667,0.595975,0.697917,0.122512,991,6433,7424,26.103347,29.798750000000002,8.208304,69.7917
503,2012-05-17,Panas,1,5,0,Kamis,1,Cerah / Sedikit Awan,0.593333,0.572613,0.52,0.229475,1242,6142,7384,24.326653,28.630650000000003,15.374825000000001,52.0
504,2012-05-18,Panas,1,5,0,Jumat,1,Cerah / Sedikit Awan,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,23.130847,27.55605,9.166739,52.33330000000001
505,2012-05-19,Panas,1,5,0,Sabtu,0,Cerah / Sedikit Awan,0.6,0.566908,0.45625,0.083975,3410,4884,8294,24.599999999999998,28.345399999999998,5.626325,45.625
506,2012-05-20,Panas,1,5,0,Minggu,0,Cerah / Sedikit Awan,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,25.454152999999998,29.19835,17.042589,53.041700000000006
507,2012-05-21,Panas,1,5,0,Senin,1,Berkabut + Mendung,0.598333,0.565667,0.81125,0.233204,630,3729,4359,24.531653,28.283350000000002,15.624668,81.125
508,2012-05-22,Panas,1,5,0,Selasa,1,Berkabut + Mendung,0.615,0.580825,0.765833,0.118167,819,5254,6073,25.215,29.04125,7.917189,76.5833
509,2012-05-23,Panas,1,5,0,Rabu,1,Berkabut + Mendung,0.621667,0.584612,0.774583,0.102,766,4494,5260,25.488346999999997,29.230600000000003,6.834,77.45830000000001
510,2012-05-24,Panas,1,5,0,Kamis,1,Cerah / Sedikit Awan,0.655,0.6067,0.716667,0.172896,1059,5711,6770,26.855,30.335,11.584031999999999,71.6667
511,2012-05-25,Panas,1,5,0,Jumat,1,Cerah / Sedikit Awan,0.68,0.627529,0.747083,0.14055,1417,5317,6734,27.880000000000003,31.37645,9.41685,74.70830000000001
512,2012-05-26,Panas,1,5,0,Sabtu,0,Cerah / Sedikit Awan,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,28.392500000000002,32.134800000000006,13.332464,73.25
513,2012-05-27,Panas,1,5,0,Minggu,0,Cerah / Sedikit Awan,0.69,0.641425,0.697083,0.215171,3283,3308,6591,28.29,32.07125,14.416457,69.7083
514,2012-05-28,Panas,1,5,1,Senin,0,Cerah / Sedikit Awan,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,29.212500000000002,33.965,13.166907,67.625
515,2012-05-29,Panas,1,5,0,Selasa,1,Cerah / Sedikit Awan,0.7225,0.672992,0.684583,0.2954,880,4863,5743,29.622500000000002,33.6496,19.7918,68.45830000000001
516,2012-05-30,Panas,1,5,0,Rabu,1,Berkabut + Mendung,0.656667,0.611129,0.67,0.134329,745,6110,6855,26.923347,30.55645,9.000043,67.0
517,2012-05-31,Panas,1,5,0,Kamis,1,Cerah / Sedikit Awan,0.68,0.631329,0.492917,0.195279,1100,6238,7338,27.880000000000003,31.566450000000003,13.083693,49.2917
518,2012-06-01,Panas,1,6,0,Jumat,1,Berkabut + Mendung,0.654167,0.607962,0.755417,0.237563,533,3594,4127,26.820847,30.3981,15.916720999999999,75.5417
519,2012-06-02,Panas,1,6,0,Sabtu,0,Cerah / Sedikit Awan,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,23.916653,28.3144,12.499654,54.9167
520,2012-06-03,Panas,1,6,0,Minggu,0,Cerah / Sedikit Awan,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,24.7025,28.75665,12.333829,49.3333
521,2012-06-04,Panas,1,6,0,Senin,1,Cerah / Sedikit Awan,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,24.497500000000002,28.91415,19.083811,48.7083
522,2012-06-05,Panas,1,6,0,Selasa,1,Berkabut + Mendung,0.540833,0.525892,0.613333,0.209575,968,6033,7001,22.174153,26.294600000000003,14.041525,61.3333
523,2012-06-06,Panas,1,6,0,Rabu,1,Cerah / Sedikit Awan,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,22.720847,27.1146,5.167375,61.12499999999999
524,2012-06-07,Panas,1,6,0,Kamis,1,Cerah / Sedikit Awan,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,24.7025,28.4721,10.542449999999999,56.7083
525,2012-06-08,Panas,1,6,0,Jumat,1,Cerah / Sedikit Awan,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,26.615847000000002,29.8931,11.750661000000001,46.791700000000006
526,2012-06-09,Panas,1,6,0,Sabtu,0,Cerah / Sedikit Awan,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,29.144153000000003,32.418350000000004,9.667229,43.7083
527,2012-06-10,Panas,1,6,0,Minggu,0,Cerah / Sedikit Awan,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,29.793346999999997,33.175850000000004,8.959307,53.833299999999994
528,2012-06-11,Panas,1,6,0,Senin,1,Berkabut + Mendung,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,29.554153,32.98605,13.916771,58.791700000000006
529,2012-06-12,Panas,1,6,0,Selasa,1,Berkabut + Mendung,0.653333,0.597875,0.833333,0.214546,477,4495,4972,26.786653,29.89375,14.374581999999998,83.3333
530,2012-06-13,Panas,1,6,0,Rabu,1,Cerah / Sedikit Awan,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,26.889153,30.55585,22.999693,58.2083
531,2012-06-14,Panas,1,6,0,Kamis,1,Cerah / Sedikit Awan,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,26.581653000000003,31.219150000000003,17.000111,56.958299999999994
532,2012-06-15,Panas,1,6,0,Jumat,1,Cerah / Sedikit Awan,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,26.205847000000002,29.9877,11.833339,58.958299999999994
533,2012-06-16,Panas,1,6,0,Sabtu,0,Cerah / Sedikit Awan,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,25.898346999999998,29.735400000000002,11.166689,50.416700000000006
534,2012-06-17,Panas,1,6,0,Minggu,0,Cerah / Sedikit Awan,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,24.2925,28.59875,9.708568,59.875
535,2012-06-18,Panas,1,6,0,Senin,1,Berkabut + Mendung,0.568333,0.544842,0.777917,0.174746,653,4446,5099,23.301652999999998,27.2421,11.707982000000001,77.79169999999999
536,2012-06-19,Panas,1,6,0,Selasa,1,Cerah / Sedikit Awan,0.688333,0.654692,0.69,0.148017,968,5857,6825,28.221653,32.7346,9.917139,69.0
537,2012-06-20,Panas,1,6,0,Rabu,1,Cerah / Sedikit Awan,0.7825,0.720975,0.592083,0.113812,872,5339,6211,32.082499999999996,36.04875,7.625404,59.2083
538,2012-06-21,Gugur,1,6,0,Kamis,1,Cerah / Sedikit Awan,0.805833,0.752542,0.567917,0.118787,778,5127,5905,33.039153,37.6271,7.958729,56.7917
539,2012-06-22,Gugur,1,6,0,Jumat,1,Cerah / Sedikit Awan,0.7775,0.724121,0.57375,0.182842,964,4859,5823,31.877499999999998,36.20605,12.250414000000001,57.375
540,2012-06-23,Gugur,1,6,0,Sabtu,0,Cerah / Sedikit Awan,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,29.998347,32.6396,12.041307,53.4583
541,2012-06-24,Gugur,1,6,0,Minggu,0,Cerah / Sedikit Awan,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,30.476653000000002,33.7127,9.750174999999999,47.9167
542,2012-06-25,Gugur,1,6,0,Senin,1,Cerah / Sedikit Awan,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,29.349153,32.7021,20.125661,50.416700000000006
543,2012-06-26,Gugur,1,6,0,Selasa,1,Cerah / Sedikit Awan,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,25.864152999999998,29.7352,23.292014,37.3333
544,2012-06-27,Gugur,1,6,0,Rabu,1,Cerah / Sedikit Awan,0.6975,0.640792,0.36,0.271775,1077,6258,7335,28.5975,32.0396,18.208925,36.0
545,2012-06-28,Gugur,1,6,0,Kamis,1,Cerah / Sedikit Awan,0.749167,0.675512,0.4225,0.17165,921,5958,6879,30.715847,33.7756,11.50055,42.25
546,2012-06-29,Gugur,1,6,0,Jumat,1,Cerah / Sedikit Awan,0.834167,0.786613,0.48875,0.165417,829,4634,5463,34.200847,39.33065,11.082939000000001,48.875
547,2012-06-30,Gugur,1,6,0,Sabtu,0,Cerah / Sedikit Awan,0.765,0.687508,0.60125,0.161071,1455,4232,5687,31.365000000000002,34.3754,10.791756999999999,60.12499999999999
548,2012-07-01,Gugur,1,7,0,Minggu,0,Cerah / Sedikit Awan,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,33.449153,37.53145,11.291443000000001,51.87500000000001
549,2012-07-02,Gugur,1,7,0,Senin,1,Cerah / Sedikit Awan,0.781667,0.702038,0.447083,0.195267,904,5323,6227,32.048347,35.1019,13.082889,44.7083
550,2012-07-03,Gugur,1,7,0,Selasa,1,Cerah / Sedikit Awan,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,32.014153,35.1325,8.457878999999998,49.2083
551,2012-07-04,Gugur,1,7,1,Rabu,0,Cerah / Sedikit Awan,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,32.355847,36.61685,9.041649999999999,53.87499999999999
552,2012-07-05,Gugur,1,7,0,Kamis,1,Cerah / Sedikit Awan,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,33.9275,38.06835,12.999943,45.7917
553,2012-07-06,Gugur,1,7,0,Jumat,1,Cerah / Sedikit Awan,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,33.961653,37.62665,9.791514,45.0833
554,2012-07-07,Gugur,1,7,0,Sabtu,0,Cerah / Sedikit Awan,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,35.328347,40.24565,10.958118,49.2083
555,2012-07-08,Gugur,1,7,0,Minggu,0,Cerah / Sedikit Awan,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,33.722500000000004,39.5198,8.417143,57.375
556,2012-07-09,Gugur,1,7,0,Senin,1,Berkabut + Mendung,0.710833,0.654054,0.683333,0.180975,998,5571,6569,29.144153000000003,32.7027,12.125325,68.3333
557,2012-07-10,Gugur,1,7,0,Selasa,1,Berkabut + Mendung,0.720833,0.664796,0.6675,0.151737,954,5336,6290,29.554153,33.2398,10.166379000000001,66.75
558,2012-07-11,Gugur,1,7,0,Rabu,1,Cerah / Sedikit Awan,0.716667,0.650271,0.633333,0.151733,975,6289,7264,29.383347,32.51355,10.166111,63.3333
559,2012-07-12,Gugur,1,7,0,Kamis,1,Cerah / Sedikit Awan,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,29.349153,32.73415,9.833924999999999,52.9583
560,2012-07-13,Gugur,1,7,0,Jumat,1,Berkabut + Mendung,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,29.998347,33.39665,5.41695,48.5833
561,2012-07-14,Gugur,1,7,0,Sabtu,0,Berkabut + Mendung,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,28.836653,33.3021,9.626493,69.91669999999999
562,2012-07-15,Gugur,1,7,0,Minggu,0,Cerah / Sedikit Awan,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,30.579152999999998,35.259800000000006,11.166689,71.7917
563,2012-07-16,Gugur,1,7,0,Senin,1,Cerah / Sedikit Awan,0.763333,0.724125,0.645,0.164187,1088,5742,6830,31.296653000000003,36.206250000000004,11.000529,64.5
564,2012-07-17,Gugur,1,7,0,Selasa,1,Cerah / Sedikit Awan,0.818333,0.755683,0.505833,0.114429,921,5865,6786,33.551653,37.78415,7.666743,50.583299999999994
565,2012-07-18,Gugur,1,7,0,Rabu,1,Cerah / Sedikit Awan,0.793333,0.745583,0.577083,0.137442,799,4914,5713,32.526652999999996,37.27915,9.208614,57.7083
566,2012-07-19,Gugur,1,7,0,Kamis,1,Cerah / Sedikit Awan,0.77,0.714642,0.600417,0.165429,888,5703,6591,31.57,35.7321,11.083743,60.0417
567,2012-07-20,Gugur,1,7,0,Jumat,1,Berkabut + Mendung,0.665833,0.613025,0.844167,0.208967,747,5123,5870,27.299153,30.65125,14.000789000000001,84.4167
568,2012-07-21,Gugur,1,7,0,Sabtu,0,Hujan / Salju Ringan,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,24.429153,27.495599999999996,14.2911,86.5417
569,2012-07-22,Gugur,1,7,0,Minggu,0,Berkabut + Mendung,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,27.3675,31.156250000000004,6.2926936,76.25
570,2012-07-23,Gugur,1,7,0,Senin,1,Cerah / Sedikit Awan,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,30.408347,34.50085,9.291761,69.41669999999999
571,2012-07-24,Gugur,1,7,0,Selasa,1,Cerah / Sedikit Awan,0.750833,0.70645,0.655,0.211454,1140,6452,7592,30.784153,35.3225,14.167418,65.5
572,2012-07-25,Gugur,1,7,0,Rabu,1,Cerah / Sedikit Awan,0.724167,0.654054,0.45,0.1648,1383,6790,8173,29.690847,32.7027,11.0416,45.0
573,2012-07-26,Gugur,1,7,0,Kamis,1,Cerah / Sedikit Awan,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,31.843347,36.96315,19.082470999999998,59.66669999999999
574,2012-07-27,Gugur,1,7,0,Jumat,1,Cerah / Sedikit Awan,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,32.048347,36.71085,10.250464,59.458299999999994
575,2012-07-28,Gugur,1,7,0,Sabtu,0,Cerah / Sedikit Awan,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,30.989152999999998,34.8802,10.542449999999999,61.3333
576,2012-07-29,Gugur,1,7,0,Minggu,0,Cerah / Sedikit Awan,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,29.588347,33.39665,11.416532,62.375
577,2012-07-30,Gugur,1,7,0,Senin,1,Cerah / Sedikit Awan,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,29.964153,34.24935,10.292339,66.875
578,2012-07-31,Gugur,1,7,0,Selasa,1,Cerah / Sedikit Awan,0.713333,0.662896,0.704167,0.165425,968,6248,7216,29.246653,33.144800000000004,11.083475,70.41669999999999
579,2012-08-01,Gugur,1,8,0,Rabu,1,Cerah / Sedikit Awan,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,29.4175,33.3654,9.458993,67.75
580,2012-08-02,Gugur,1,8,0,Kamis,1,Cerah / Sedikit Awan,0.7525,0.707088,0.659583,0.129354,983,6278,7261,30.8525,35.354400000000005,8.666718,65.95830000000001
581,2012-08-03,Gugur,1,8,0,Jumat,1,Berkabut + Mendung,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,31.399153,36.143350000000005,14.458064,64.25
582,2012-08-04,Gugur,1,8,0,Sabtu,0,Cerah / Sedikit Awan,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,32.526652999999996,37.56335,17.249686,61.3333
583,2012-08-05,Gugur,1,8,0,Minggu,0,Cerah / Sedikit Awan,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,31.535847,36.55395,19.458206999999998,65.25
584,2012-08-06,Gugur,1,8,0,Senin,1,Berkabut + Mendung,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,30.8525,35.5123,8.666718,65.4167
585,2012-08-07,Gugur,1,8,0,Selasa,1,Berkabut + Mendung,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,30.169152999999998,34.88105,7.8328359999999995,70.375
586,2012-08-08,Gugur,1,8,0,Rabu,1,Berkabut + Mendung,0.75,0.707717,0.672917,0.1107,1263,6271,7534,30.75,35.385850000000005,7.4169,67.29169999999999
587,2012-08-09,Gugur,1,8,0,Kamis,1,Cerah / Sedikit Awan,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,30.989152999999998,34.9754,10.458699999999999,62.0417
588,2012-08-10,Gugur,1,8,0,Jumat,1,Berkabut + Mendung,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,29.349153,33.3971,16.000471,71.58330000000001
589,2012-08-11,Gugur,1,8,0,Sabtu,0,Berkabut + Mendung,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,28.392500000000002,31.91335,13.834093,73.2917
590,2012-08-12,Gugur,1,8,0,Minggu,0,Cerah / Sedikit Awan,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,28.734153000000003,32.22895,8.208304,53.041700000000006
591,2012-08-13,Gugur,1,8,0,Senin,1,Cerah / Sedikit Awan,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,29.554153,33.112700000000004,9.126204,54.541700000000006
592,2012-08-14,Gugur,1,8,0,Selasa,1,Cerah / Sedikit Awan,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,29.793346999999997,33.838950000000004,11.333586,68.6667
593,2012-08-15,Gugur,1,8,0,Rabu,1,Cerah / Sedikit Awan,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,28.973347,32.70185,11.374657000000001,61.9583
594,2012-08-16,Gugur,1,8,0,Kamis,1,Cerah / Sedikit Awan,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,29.485847,32.7344,9.500332,51.916700000000006
595,2012-08-17,Gugur,1,8,0,Jumat,1,Cerah / Sedikit Awan,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,29.656653,12.120000000000001,15.500718,57.0833
596,2012-08-18,Gugur,1,8,0,Sabtu,0,Cerah / Sedikit Awan,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,27.811653,30.903550000000003,11.917089,60.3333
597,2012-08-19,Gugur,1,8,0,Minggu,0,Berkabut + Mendung,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,26.069153,30.1777,5.79215,71.1667
598,2012-08-20,Gugur,1,8,0,Senin,1,Berkabut + Mendung,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,26.069153,29.798350000000003,8.708593,73.4167
599,2012-08-21,Gugur,1,8,0,Selasa,1,Cerah / Sedikit Awan,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,26.615847000000002,30.051250000000003,4.8756436,67.375
600,2012-08-22,Gugur,1,8,0,Rabu,1,Cerah / Sedikit Awan,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,27.3675,31.0927,4.708981100000001,67.7083
601,2012-08-23,Gugur,1,8,0,Kamis,1,Cerah / Sedikit Awan,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,28.529153,31.8504,5.6679186,63.5833
602,2012-08-24,Gugur,1,8,0,Jumat,1,Berkabut + Mendung,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,28.802500000000002,32.355000000000004,4.8337686,61.5
603,2012-08-25,Gugur,1,8,0,Sabtu,0,Berkabut + Mendung,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,27.128347,30.934800000000003,16.375336,71.2917
604,2012-08-26,Gugur,1,8,0,Minggu,0,Berkabut + Mendung,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,26.786653,29.799799999999998,15.333486,84.5833
605,2012-08-27,Gugur,1,8,0,Senin,1,Cerah / Sedikit Awan,0.703333,0.654688,0.730417,0.128733,989,5928,6917,28.836653,32.7344,8.625110999999999,73.04169999999999
606,2012-08-28,Gugur,1,8,0,Selasa,1,Cerah / Sedikit Awan,0.728333,0.66605,0.62,0.190925,935,6105,7040,29.861653,33.3025,12.791975,62.0
607,2012-08-29,Gugur,1,8,0,Rabu,1,Cerah / Sedikit Awan,0.685,0.635733,0.552083,0.112562,1177,6520,7697,28.085,31.786649999999998,7.541653999999999,55.2083
608,2012-08-30,Gugur,1,8,0,Kamis,1,Cerah / Sedikit Awan,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,28.973347,32.63895,5.1668189,59.0417
609,2012-08-31,Gugur,1,8,0,Jumat,1,Cerah / Sedikit Awan,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,31.330847000000002,34.47,11.291711,58.75
610,2012-09-01,Gugur,1,9,0,Sabtu,0,Berkabut + Mendung,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,30.886653000000003,35.1327,7.5835289999999995,63.8333
611,2012-09-02,Gugur,1,9,0,Minggu,0,Berkabut + Mendung,0.696667,0.649,0.815,0.0640708,2613,3197,5810,28.563347,32.45,4.2927436,81.5
612,2012-09-03,Gugur,1,9,1,Senin,0,Cerah / Sedikit Awan,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,29.0075,33.081450000000004,10.125107,79.0833
613,2012-09-04,Gugur,1,9,0,Selasa,1,Cerah / Sedikit Awan,0.725833,0.686888,0.755,0.236321,867,5997,6864,29.759152999999998,34.3444,15.833507,75.5
